1.05775,1.83126
1.09175,2.03268
1.12544,1.89691
1.15849,1.89691
1.19199,1.89691
1.22529,1.88331
1.25884,1.55781
1.29239,1.55781
1.32616,1.55781
1.36017,1.36281
1.39373,1.36281
1.427,1.4898
1.46059,1.4898
0.0521967,1.44022
0.119677,1.44022
0.151356,1.46946
0.184499,1.59484
0.217544,1.5831
0.250576,1.5831
0.283917,1.5831
0.319434,1.57121
0.353756,1.85917
0.386341,1.88883
0.42006,1.88883
0.453647,1.81688
0.487082,1.81688
0.521119,1.81688
0.554391,1.91915
0.586502,1.7981
0.62111,1.87895
0.655392,1.87895
0.689594,1.87895
0.723732,1.91948
0.755693,2.00816
0.788168,2.00816
0.823669,1.96267
0.858009,1.96267
0.89018,1.79201
0.926135,1.81608
0.959756,1.81608
0.994767,1.81608
1.02835,2.24208
1.07432,1.84129
1.11755,1.84129
1.14279,1.73189
1.17495,1.67768
1.20809,1.72864
1.24275,1.67768
1.27795,1.72864
1.31161,1.62614
1.34565,1.62614
1.37872,1.62614
1.41181,1.3731
1.44564,1.4004
1.47907,1.2574
0.0327353,1.21477
0.149198,1.21477
0.300048,1.41817
0.400603,1.62831
0.467197,1.89432
0.516969,1.89432
0.551084,1.8435
0.585168,1.8435
0.620371,1.93724
0.655045,1.99049
0.686632,1.99049
0.720591,1.99049
0.7639,2.33804
0.805359,2.22265
0.840384,2.22265
0.874573,2.03775
0.906783,2.03775
0.94075,2.03775
0.974836,2.05575
1.00775,2.05575
1.04064,2.08956
1.07395,2.21191
1.10733,2.08956
1.14183,1.58068
1.17586,1.58068
1.21669,1.58068
1.25104,2.19107
1.28033,1.67611
1.31535,1.67611
1.34726,1.67611
1.38114,1.45567
1.41453,1.77326
1.44747,1.45567
1.48096,1.69187
0.0506034,1.55225
0.117661,1.39936
0.150728,1.55225
0.183455,1.61103
0.217322,1.61103
0.251716,1.87063
0.286064,1.59843
0.313172,1.59843
0.345683,1.59843
0.385329,1.81645
0.419154,1.81645
0.452911,1.81645
0.486092,2.03762
0.520763,2.03762
0.554161,2.03762
0.58664,2.10369
0.63729,2.273
0.687507,2.16252
0.720673,2.25286
0.754138,2.19996
0.78762,2.24339
0.821388,2.19996
0.854983,2.19345
0.888859,2.1846
0.939128,2.19345
0.988868,2.1846
1.02216,2.19288
1.04909,2.11481
1.07625,2.04482
1.10821,2.04482
